HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
02645	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Diceros	bicornis	Black rhinoceros	1826	2254	474	634	1	0.4	1059	36500		1100000	0.0033	57	1380	wild	medium	acceptable					312.15	434,455,610,671,680,731,1061,1380
02646	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	sondaicus	Javan rhinoceros	1278		502	548	1	0.3				1750000				unknown	small	low						434,542,610,671
02647	Animalia	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	unicornis	Indian rhinoceros	1678	2557	479	456	1	0.3	850	58000	885812	1602330		43.5	671	captivity	medium	acceptable					310.55	434,455,542,610,671,1005
02648	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Acrocodia	indica	Malayan tapir	1095	1095	392	183	1	0.5	730	6500		250000		36.5	671	captivity	medium	acceptable					309.95	434,455,610,671,1052,1136
02649	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirella	bairdii	Baird's tapir	710		401		1	0.7		9400		300000		29.6	671	captivity	medium	acceptable						610,671,1308
02650	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	pinchaque	Mountain tapir	1114		398		1			4270		148950		28.5	671	captivity	small	acceptable						455,610,671,1308
02651	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	terrestris	Brazilian tapir	1095	1095	398	289	1			6000	86260	250000		39.6	John Gramieri, pers. comm.	captivity	large	high					309.65	434,455,610,1052
02652	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	crassicaudata	Indian pangolin	755		67		1	1	365	350		13014.7				unknown	small	low			6.923	15910	306.55	36,420,434,671,730,978,1308
02653	Animalia	Chordata	Mammalia	Pholidota	Manidae	Manis	pentadactyla	Chinese pangolin	755			87	1	1	365	92.5		2350				unknown	tiny	low			3.727	3637.5	306.55	36,420,455,610,671,978,1308
02654	Animalia	Chordata	Mammalia	Pilosa	Bradypodidae	Bradypus	torquatus	Maned three-toed sloth			150		1					3875				unknown	small	low						434,470,542,610,978
02655	Animalia	Chordata	Mammalia	Pilosa	Bradypodidae	Bradypus	tridactylus	Pale-throated three-toed sloth	1642	1095	141		1	1		179		4250				unknown	small	low						434,455,470,542,610,978
02656	Animalia	Chordata	Mammalia	Pilosa	Cyclopedidae	Cyclopes	didactylus	Silky anteater			135	152	1					266				unknown	tiny	low			0.636	240	306.15	36,420,434,455,610
02657	Animalia	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus	didactylus	Southern two-toed sloth	1279	1644	279	152	1	1	616	356		6250	0.002	36.8	671	captivity	medium	acceptable						434,455,470,542,609,610,671,731
02658	Animalia	Chordata	Mammalia	Pilosa	Megalonychidae	Choloepus	hoffmanni	Hoffmann's two-toed sloth	730	1095	350	21	1	0.7	456	402		6250		41	John Gramieri, pers. comm.	captivity	medium	acceptable			3.891	4005.2	307.55	36,420,434,455,470,610,680,1136
02659	Animalia	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	tridactyla	Giant anteater	1186	1186	184	56	1	1.2		1600		28500	0.0088	31	671	captivity	medium	acceptable			14.543	30600	305.65	36,420,434,455,542,610,671,731,1136
02660	Animalia	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	mexicana	Northern tamandua	365		163			1				4500		16	671	captivity	tiny	acceptable			5.124	3884.2	305.15	36,420,434,671,978,1308
02661	Animalia	Chordata	Mammalia	Pilosa	Myrmecophagidae	Tamandua	tetradactyla	Southern tamandua	365		160		1	1.4				4500		19	671	captivity	medium	acceptable			5.015	3500	306.65	36,420,434,455,542,610,671
02663	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	azarae	Azara's night monkey				234	1	1	365			1230		30	774	captivity	small	acceptable						681,774,978
02664	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	lemurinus	Lemurine night monkey	755		135	76	1	1	365	98		874		33.8	671	captivity	medium	acceptable						671,681,978,1308
02665	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	trivirgatus	Northern night monkey	821	730	142	77	1	1.4	269	88.5	360	800		30.1	671	captivity	medium	acceptable			2.499	914.5	311.15	36,420,434,455,467,610,671,679,680,681
02666	Animalia	Chordata	Mammalia	Primates	Aotidae	Aotus	vociferans	Noisy night monkey					1					873		22.1	671	captivity	small	acceptable						671,730,978
02667	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	caraya	Black howler monkey	1167	928	187	195	1	1	338	187.5		5462.5		32.4	671	captivity	medium	acceptable						194,434,455,467,610,671,679,681,1142
02668	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	guariba	Brown howler monkey										5540				unknown	small	low						467,671
02669	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	palliata	Mantled howler monkey	1095	1278	186	433	1	0.6	384	409	1100	7000		24	671	captivity	small	acceptable			11.464	4670	309.15	36,420,434,455,467,610,671,679,680,681
02670	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	pigra	Mexican black howler monkey			187		1			480		7000				unknown	small	low						422,434,455,671,681
02671	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	sara	Bolivian red howler monkey	1673		190							6611				unknown	tiny	low						671,730,1308
02672	Animalia	Chordata	Mammalia	Primates	Atelidae	Alouatta	seniculus	Red howler monkey	1475		190	372	1	0.7	424	263		6543.2		25	671	captivity	small	acceptable						1,434,455,467,671
02673	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	belzebuth	White-bellied spider monkey	1461	1826	184		1	0.3	1095			7535		37	671	captivity	small	acceptable						434,436,455,467,671
02674	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	chamek	Chamek spider monkey	1591	1553	204							6000		42.8	671	captivity	medium	acceptable						436,671,730,1308
02675	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	fusciceps	Brown-headed spider monkey	1515	1826	227	410	1	0.5	882	400		7000		46	671	captivity	large	acceptable						434,436,455,467,610,671,679,680,681
02676	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	geoffroyi	Central American spider monkey	1825	1826	232	821	1	0.3	970	426	2000	7267.5		47.1	671	captivity	large	acceptable						434,436,455,467,610,671,679,681,1136
02677	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	marginatus	White-whiskered spider monkey	1461	1826	141							6000		44	671	captivity	tiny	acceptable						671,730,1125,1308
02678	Animalia	Chordata	Mammalia	Primates	Atelidae	Ateles	paniscus	Black spider monkey	1516	1280	229	795	1	0.5	1072	452.5	3790	7887.5		46	671	captivity	medium	acceptable						108,181,434,436,455,467,542,610,671,679,681
02679	Animalia	Chordata	Mammalia	Primates	Atelidae	Brachyteles	arachnoides	Southern muriqui, or Woolly spider monkey, or Muriqui	2738		232	662	1	0.3	730			11170		40	1091	wild	medium	acceptable						434,455,467,671,679,681,1091,1125
02680	Animalia	Chordata	Mammalia	Primates	Atelidae	Lagothrix	lagothricha	Humboldt's woolly monkey	2555	1520	223	352	1	0.5	639	300		7650		32	671	captivity	medium	acceptable						434,455,467,610,671,679,681,978
02681	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callimico	goeldii	Goeldi's monkey	365	395	153	77	1	1.2	179	48.15	215	555	0.0097	22.2	671	captivity	large	high					309.15	434,455,467,610,671,679,680,681,731,879,1032,1142
02682	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	geoffroyi	Geoffroy's marmoset	477	382	144							342		17.6	671	captivity	large	acceptable						671,730,1142,1308
02683	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	jacchus	White-tufted-ear marmoset	477	382	144	62	2	2	169	26.5	86.67	255.2	0.0172	22.8	671	captivity	large	high			0.848	190	309.15	36,186,187,188,189,190,191,406,420,434,436,455,463,467,610,671,679,680,681,731,860,865,935,1103,1219,1236,1244
02684	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	kuhlii	Wied's black-tufted-ear marmoset	477	382	144							342		20	671	captivity	medium	acceptable						671,730,1308
02685	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Callithrix	penicillata	Black-pencilled marmoset	477	382	144		2					307		15.4	671	captivity	medium	acceptable						671,681,1308
02686	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Cebuella	pygmaea	Pygmy marmoset	684	638	125	91	2		171	16	70	124		18.6	671	captivity	large	high			0.599	110.7	308.35	36,434,455,463,467,610,671,679,680,681,1032,1142
02687	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontocebus	fuscicollis	Saddlebacked tamarin	546	730	147	91	1.8	1	202	39.9		456.5		24.9	671	captivity	medium	acceptable						322,434,455,467,542,610,671,679,681
02688	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontocebus	nigricollis	Black-mantled tamarin	850		140	82	1.8	2.9	251	43.5	175	519.2	0.0079	20.2	671	captivity	tiny	acceptable						434,455,467,610,671,679,681,731
02689	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontopithecus	chrysomelas	Golden-headed lion tamarin	654	730	132		2					535		21.3	671	captivity	large	acceptable						511,671,978,1142,1308
02690	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontopithecus	chrysopygus	Golden-rumped lion tamarin	654	730	132							570		17.9	671	captivity	medium	questionable						434,671,1308
02691	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Leontopithecus	rosalia	Golden lion tamarin	547	730	128	131	2	1.8	189	55.3	165	654.5	0.0077	31.6	671	captivity	large	high						434,448,455,467,610,671,679,680,681,731,1142
02692	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Mico	argentatus	Silvery marmoset	304	334	144	120	2	3.2	213	35.1		343.2	0.0059	16.5	671	captivity	medium	acceptable						434,436,455,467,574,671,731
02693	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Mico	humeralifer	Tassel-eared marmoset	304	334	144		2			34.5		355.8		15	671	captivity	small	acceptable						434,436,467,671
02694	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	bicolor	Brazilian bare-faced tamarin			160		1.63					495.8		19	671	captivity	medium	acceptable						434,455,467,671
02695	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	geoffroyi	Geoffroy's tamarin	548	550	142	56	2		241	46.03		499.3		20.5	671	captivity	medium	acceptable			1.305	225		36,434,455,542,610,671,679,681,978,1308
02696	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	imperator	Emperor tamarin	546	730	145		2			47		518.5		23.7	671	captivity	large	high						321,434,467,671
02697	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	labiatus	Red-chested mustached tamarin			147	227	1.9	1.2	299	42.33		501.3		20.5	671	captivity	medium	acceptable						455,542,610,671,681,978
02698	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	leucopus	Silvery-brown bare-face tamarin			142		2			44		490		15.2	671	captivity	small	acceptable						671,681,978
02699	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	midas	Midas tamarin	608		127	71	2	1.4	207	40		553.8		21	671	captivity	large	high						434,455,467,542,610,671,679,680,681,978
02700	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	mystax	Black-chested mustached tamarin	486	540	145	171	2		168	46.9		543.5		20	671	captivity	small	acceptable						59,434,455,467,610,671,681
02701	Animalia	Chordata	Mammalia	Primates	Callitrichidae	Saguinus	oedipus	Cotton-top tamarin	548	550	178	52	1.9	1	244	39.36	105	445.5	0.0102	26.2	671	captivity	large	high						321,322,434,455,463,467,610,671,679,680,681,731,824
02703	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	albifrons	White-fronted capuchin	1310	1310	158	274	1	0.7	547	233		2467.5		40.4	671	captivity	medium	acceptable						434,436,455,467,542,574,610,671,679,681
02704	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	capucinus	White-faced capuchin	1505	2921	162	521	1	0.5	803	230	1350	2655		54	671	captivity	medium	acceptable						434,436,455,467,610,671,679,680,681,1091,1125,1143
02705	Animalia	Chordata	Mammalia	Primates	Cebidae	Cebus	olivaceus	Weeping capuchin	2190		162	740	1	0.5	792			2552.5		47	671	captivity	medium	acceptable						434,436,455,467,671,679,681
02706	Animalia	Chordata	Mammalia	Primates	Cebidae	Saimiri	boliviensis	Bolivian squirrel monkey	1091	1826	158		1					615		30.3	671	captivity	large	acceptable						671,730,978,1308
02707	Animalia	Chordata	Mammalia	Primates	Cebidae	Saimiri	oerstedii	Central American squirrel monkey			161		1					788.5				unknown	tiny	low						467,671,978
02708	Animalia	Chordata	Mammalia	Primates	Cebidae	Saimiri	sciureus	South American squirrel monkey	1003	1826	161	177	1	1	365	107	403	925	0.0125	30.2	671	captivity	large	high			4.429	836.7	311.15	36,59,75,108,192,193,388,389,390,420,434,436,455,463,467,671,731,826,1136,1236
02709	Animalia	Chordata	Mammalia	Primates	Cebidae	Sapajus	apella	Brown capuchin	1703		158	307	1.5	0.6	671	239.7	1000	2642.5		46	671	captivity	large	high						383,434,436,455,467,610,671,679,680,681
02710	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allenopithecus	nigroviridis	Allen's swamp monkey				108	1			221		4702.5		27	671	captivity	medium	acceptable						434,455,467,542,671,681
02711	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allochrocebus	lhoesti	L'hoest's monkey					1	0.8	485			4700		24.1	671	captivity	medium	acceptable						455,467,671,679
02712	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allochrocebus	preussi	Preuss's monkey					1					5250		26	671	captivity	small	acceptable						671,730,978
02713	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Allochrocebus	solatus	Sun-tailed monkey	1734				1	0.7	548			5405				unknown	small	low						467,671,681,978
02714	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	agilis	Agile mangabey	1536		170							8000		31	671	captivity	tiny	acceptable						671,730,1308
02715	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	galeritus	Tana River mangabey	2267		175	365	1				2170	9467.5				unknown	tiny	low						434,455,467,610,671,679,680,681
02716	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	torquatus	Red-capped mangabey	973		167		1	0.9	457			9492.5		46	671	captivity	medium	acceptable						216,434,455,467,542,671
02717	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	ascanius	Black-cheeked white-nosed monkey	1642		147	182	1	0.7	540	371		3705		31.2	671	captivity	medium	acceptable						434,455,467,671,679,681
02718	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	campbelli	Campbell's monkey	1095		180	365	1					3600		30	671	captivity	small	acceptable						434,467,610,671,679
02719	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	cephus	Moustached monkey	1460		172	365	1	0.4	821	340		3585		36	671	captivity	small	acceptable						455,467,610,671,679,681
02720	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	diana	Diana monkey	1962			365	1	1	365	475		4550		35.1	671	captivity	medium	acceptable						467,574,671,679,681
02721	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	erythrogaster	Red-bellied monkey	1572		172		1					3250		24	671	captivity	tiny	acceptable						467,671,978,1308
02722	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	hamlyni	Owl-faced monkey										4425		28.6	671	captivity	small	acceptable						467,671
02723	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	mitis	Blue monkey	1673	1673	132	315	1	0.5	515	366.4		9000		37.8	671	captivity	medium	acceptable			19.276	8648.7	310.65	36,420,434,455,467,542,671,679,680,681,1091,1125,1143
02724	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	mona	Mona monkey					1			284		4500		30	671	captivity	medium	acceptable						434,467,542,671
02725	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	neglectus	De Brazza's monkey	1611	2555	177	395	1	1	365	260	1640	5945		30.8	671	captivity	medium	acceptable						434,455,467,542,671,679,680,681
02726	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	nictitans	White-nosed guenon	1460		172		1	0.5	719	406		5465		31	671	captivity	small	acceptable						467,671,679,681
02727	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	petaurista	Lesser white-nosed monkey					1					3650		29	671	captivity	medium	acceptable						467,671,978
02728	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	pogonias	Crowned guenon	1460		165		1	0.5	730	340		3580		27	671	captivity	small	acceptable						467,671
02729	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	wolfi	Wolf's monkey	1685		170		1			435		3390		24	John Gramieri, pers. comm.	captivity	small	acceptable						467,978,1308
02730	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus	aethiops	Grivet, or Vervet	1034	1825	162	182	1	1	357	314	1036	5620		32	1355	captivity	medium	acceptable					309.95	59,108,434,455,467,671,1024,1088,1355
02731	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	angolensis	Angolan colobus	1642	730	191		1					8625		35.3	671	captivity	medium	acceptable						467,671,1308
02732	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	guereza	Guereza	1461	2192	175	377	1	1	365	397.8	1600	9950		35	671	captivity	large	high			17.037	10623.6	310.15	36,420,434,436,448,455,467,542,610,671,679,681,1142
02733	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	polykomos	King colobus	1642	730	185	270	1	0.6	442	708.5	1240	9525		33.9	671	captivity	small	acceptable						434,436,455,467,511,542,610,671,679,680,681
02734	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Erythrocebus	patas	Patas monkey	956	1400	167	162	1	1	357	504.5	1950	7750		30	1306	captivity	medium	acceptable			5.958	3000	312.45	36,195,420,434,455,467,671,679,680,681,1306
02735	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Lophocebus	albigena	Gray-cheeked mangabey	1460		181	233	1	0.4	584	425	2170	9317.5		36	671	captivity	small	acceptable						434,455,467,610,671,679,680,681
02736	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	arctoides	Stump-tailed macaque	1186	2099	177	299	1	0.6	558	479	2300	9275		29.2	671	captivity	medium	acceptable						1,434,455,467,610,671,681
02737	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	assamensis	Assam macaque										9100		31.4	671	captivity	medium	acceptable						467,671
02738	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	fascicularis	Long-tailed macaque	1238	1544	165		1	0.9	431	320		6362.5		39	671	captivity	large	acceptable					310.75	95,167,168,169,170,171,172,173,434,455,467,610,671,679,680,681,798,804,825,945,946,1028,1088,1143,1236,1313
02739	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	fuscata	Japanese macaque	1483	1369	174		1.5	0.5	514	496		8882.5		38.5	671	captivity	large	high						95,269,270,271,434,455,467,610,671,679,680,681,976,1143,1195,1313
02740	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	maura	Moor macaque	1825	1095	165	507	1	0.6	669	389.5		5575		33	671	captivity	small	acceptable						671,679,681,978,1308
02741	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	mulatta	Rhesus monkey	1231	2007	165		1	1	444	464		8235	0.0012	40	1074	captivity	large	high	0.02	15			310.45	2,58,59,75,95,149,152,157,174,235,328,329,330,331,332,333,334,335,336,390,391,430,434,455,463,464,465,467,517,601,610,679,680,681,713,727,731,873,916,920,938,976,981,1036,1074,1087,1090,1101,1103,1122,1136,1143,1183,1184,1213,1214,1216,1236,1257,1313,1314,1315,1316
02742	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	nemestrina	Southern pig-tailed macaque, or Pigtail macaque	1125	1095	172	324	1	0.8	405	462.5	1416.5	7912.5	0.0015	37.6	671	captivity	large	acceptable						152,164,346,347,348,349,350,351,434,455,463,467,542,610,671,679,680,681,731
02743	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	nigra	Celebes crested macaque	1490		176	365	1	0.7	540	461		7965		34	671	captivity	medium	acceptable						434,455,467,610,671,679,680,681,1142
