# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 21 13:14:18 2025
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-544 b,TOI-544,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,1.54835200000,0.00000200000,-0.00000200000,0,0.0225000000,0.0002000000,-0.0002000000,0,2.01800000,0.07600000,-0.07600000,0,0.18003421,0.00678028,-0.00678028,0,2.89000000,0.48000000,-0.48000000,0,0.00909296,0.00151025,-0.00151025,0,Mass,0.000000,,,0,,,,,999.00,14.00,-14.00,0,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,,4169.00,70.00,-70.00,0,0.623000,0.012000,-0.012000,0,0.631000,0.018000,-0.018000,0,-0.1700,0.0900,-0.0900,0,[Fe/H],4.680000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.11660000,0.07360000,-0.07320000,10.7770000,0.0170000,-0.0170000,7.8000000,0.0200000,-0.0200000,10.4143000,0.0005900,-0.0005900,2023-12-18,2023-10,2023-12-18
TOI-5542 b,TOI-5542,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,75.12375000000,0.00019000000,-0.00018000000,0,0.3320000000,0.0160000000,-0.0160000000,0,11.30986153,0.40352331,-0.39231432,0,1.00900000,0.03600000,-0.03500000,0,419.53349724,31.78284070,-31.78284070,0,1.32000000,0.10000000,-0.10000000,0,Mass,0.018000,0.026000,-0.013000,0,9.6000,1.0000,-0.9000,0,441.00,48.00,-74.00,0,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,G3 V,5700.00,80.00,-80.00,0,1.058000,0.036000,-0.036000,0,0.890000,0.056000,-0.031000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.200000,0.200000,-0.200000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.84900000,3.67800000,-3.60400000,12.4200000,0.0460000,-0.0460000,10.8970000,0.0210000,-0.0210000,12.2819000,0.0001890,-0.0001890,2022-10-10,2022-09,2022-10-10
TOI-558 b,TOI-558,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,14.57407100000,0.00002600000,-0.00002600000,0,0.1291000000,0.0020000000,-0.0021000000,0,12.17295304,0.45956821,-0.42594127,0,1.08600000,0.04100000,-0.03800000,0,1147.36054927,47.67426105,-47.67426105,0,3.61000000,0.15000000,-0.15000000,0,Mass,0.298000,0.022000,-0.020000,0,,,,,1061.00,13.00,-12.00,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,F V,6466.00,95.00,-93.00,0,1.496000,0.042000,-0.040000,0,1.349000,0.064000,-0.065000,0,-0.0040,0.0590,-0.0550,0,[Fe/H],4.218000,0.030000,-0.031000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63000000,3.85500000,-3.78400000,11.2330000,0.0130000,-0.0130000,10.2620000,0.0230000,-0.0230000,11.3253000,0.0005930,-0.0005930,2022-03-28,2022-01,2022-03-28
TOI-559 b,TOI-559,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,6.98390950000,0.00000510000,-0.00000510000,0,0.0723000000,0.0013000000,-0.0013000000,0,12.22899794,0.31385146,-0.28022452,0,1.09100000,0.02800000,-0.02500000,0,1910.14872607,76.27881768,-73.10053361,0,6.01000000,0.24000000,-0.23000000,0,Mass,0.151000,0.012000,-0.011000,0,,,,,1180.00,18.00,-16.00,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,G V,5925.00,85.00,-76.00,0,1.233000,0.028000,-0.026000,0,1.026000,0.057000,-0.057000,0,-0.0690,0.0650,-0.0790,0,[Fe/H],4.268000,0.024000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.26600000,1.54200000,-1.52100000,11.0910000,0.0070000,-0.0070000,9.6380000,0.0240000,-0.0240000,10.9777000,0.0004050,-0.0004050,2022-03-28,2022-01,2022-03-28
TOI-561 b,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,0.44656970000,0.00000030000,-0.00000030000,0,0.0106400000,0.0001600000,-0.0001600000,0,1.39700000,0.02700000,-0.02700000,0,0.12463221,0.00240878,-0.00240878,0,2.02000000,0.23000000,-0.23000000,0,0.00635563,0.00072366,-0.00072366,0,Mass,0.000000,,,0,4709.0000,153.0000,-153.0000,0,2319.00,34.00,-34.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
TOI-561 c,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,10.77883800000,0.00001800000,-0.00001800000,0,0.0889000000,0.0013000000,-0.0013000000,0,2.86500000,0.04100000,-0.04100000,0,0.25559862,0.00365778,-0.00365778,0,5.93000000,0.67000000,-0.67000000,0,0.01865787,0.00210806,-0.00210806,0,Mass,0.023000,0.034000,-0.017000,0,67.5000,2.2000,-2.2000,0,802.00,12.00,-12.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,25.71268000000,0.00012000000,-0.00012000000,0,0.1587000000,0.0024000000,-0.0024000000,0,2.61500000,0.05900000,-0.05900000,0,0.23329508,0.00526364,-0.00526364,0,13.33000000,0.98000000,-0.98000000,0,0.04194087,0.00308342,-0.00308342,0,Mass,0.111000,0.050000,-0.039000,0,21.2000,0.7000,-0.7000,0,600.00,9.00,-9.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
TOI-561 e,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,77.14400000000,0.00027000000,-0.00027000000,0,0.3300000000,0.0050000000,-0.0050000000,0,2.51700000,0.04500000,-0.04500000,0,0.22455209,0.00401464,-0.00401464,0,12.40000000,1.40000000,-1.40000000,0,0.03901476,0.00440489,-0.00440489,0,Mass,0.074000,0.044000,-0.039000,0,4.8900,0.1600,-0.1600,0,416.00,6.00,-6.00,0,0,<a refstr=PIOTTO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2763P/abstract target=ref>Piotto et al. 2024</a>,,,,,,0.843000,0.005000,-0.005000,0,0.806000,0.036000,-0.036000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.79900000,0.49880000,-0.49320000,10.2520000,0.0060000,-0.0060000,8.3940000,0.0190000,-0.0190000,10.0128000,0.0002780,-0.0002780,2025-02-24,2024-12,2025-02-24
TOI-5616 b,TOI-5616,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.00284900000,0.00000400000,-0.00000400000,0,0.0272000000,0.0003000000,-0.0003000000,0,10.78000000,0.54000000,-0.47000000,0,0.96100000,0.04800000,-0.04200000,0,624.00000000,,,1,1.96332356,,,1,Mass,0.000000,,,0,137.0000,6.0000,-6.0000,0,939.00,27.00,-27.00,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3996.00,88.00,-88.00,0,0.646000,0.017000,-0.017000,0,0.666000,0.025000,-0.025000,0,0.1400,0.1200,-0.1200,0,[Fe/H],4.670000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m36.39s,184.9016378,+48d40m59.84s,48.6832895,390.41500000,5.80050000,-5.80050000,16.7400000,0.2000000,-0.2000000,12.7350000,0.0250000,-0.0250000,15.6306000,0.0004690,-0.0004690,2024-08-30,2024-08,2024-08-30
TOI-5634 A b,TOI-5634 A,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.20353730000,0.00000840000,-0.00000840000,0,0.0272000000,0.0003000000,-0.0003000000,0,10.42000000,0.62000000,-0.55000000,0,0.92300000,0.05600000,-0.05000000,0,588.00000000,,,1,1.85005489,,,1,Mass,0.000000,,,0,77.0000,5.0000,-5.0000,0,837.00,34.00,-34.00,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3896.00,88.00,-88.00,0,0.540000,0.017000,-0.016000,0,0.556000,0.022000,-0.022000,0,-0.2700,0.1200,-0.1200,0,[Fe/H],4.730000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m34.47s,175.6436366,+20d57m55.05s,20.9652921,306.14400000,9.56600000,-9.56600000,16.8540000,0.3430000,-0.3430000,12.9130000,0.0330000,-0.0330000,15.9978000,0.0009980,-0.0009980,2024-08-30,2024-08,2024-08-30
TOI-564 b,TOI-564,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.65114400000,0.00001800000,-0.00001800000,0,0.0273400000,0.0006100000,-0.0005300000,0,11.43318000,7.95839000,-3.25061000,0,1.02000000,0.71000000,-0.29000000,0,464.98529000,31.78300000,-30.51168000,0,1.46300000,0.10000000,-0.09600000,0,Mass,0.072000,0.083000,-0.050000,0,1423.0000,73.0000,-81.0000,0,1714.00,20.00,-21.00,0,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5640.00,34.00,-37.00,0,1.088000,0.014000,-0.014000,0,0.998000,0.068000,-0.057000,0,0.1430,0.0760,-0.0780,0,[Fe/H],4.364000,0.032000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.58100000,1.27000000,-1.25300000,11.0970000,0.0140000,-0.0140000,9.6040000,0.0220000,-0.0220000,11.1424000,0.0005990,-0.0005990,2021-02-08,2020-11,2021-02-11
TOI-5678 b,TOI-5678,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,47.73022000000,0.00014000000,-0.00013000000,0,0.2490000000,0.0050000000,-0.0050000000,0,4.91000000,0.08000000,-0.08000000,0,0.43804161,0.00713713,-0.00713713,0,20.00000000,4.00000000,-4.00000000,0,0.06292704,0.01258541,-0.01258541,0,Mass,0.140000,0.070000,-0.070000,0,,,,,513.00,8.00,-7.00,0,0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,G7 V,5485.00,63.00,-63.00,0,0.938000,0.007000,-0.007000,0,0.905000,0.039000,-0.041000,0,0.0000,0.0100,-0.0100,0,[Fe/H],4.340000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.39300000,0.70300000,-0.69800000,11.4380000,0.0120000,-0.0120000,9.5630000,0.0190000,-0.0190000,11.1483000,0.0004010,-0.0004010,2023-06-12,2023-06,2023-06-12
TOI-5688 A b,TOI-5688 A,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REJI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240901371R/abstract target=ref>Reji et al. 2024</a>,2.94815527000,0.00000452000,-0.00000448000,0,0.0337900000,0.0004600000,-0.0004500000,0,10.30000000,0.60000000,-0.70000000,0,0.92000000,0.05300000,-0.06200000,0,124.00000000,23.40000000,-24.40000000,0,0.39000000,0.07400000,-0.07700000,0,Mass,0.128000,0.078000,-0.077000,0,50.3000,5.0000,-5.0000,0,742.00,18.00,-18.00,0,0,<a refstr=REJI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240901371R/abstract target=ref>Reji et al. 2024</a>,,3713.00,59.00,-59.00,0,0.570000,0.020000,-0.020000,0,0.600000,0.020000,-0.020000,0,0.4700,0.1600,-0.1600,0,[Fe/H],4.690000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h47m41.54s,266.9231001,+47d42m18.17s,47.7050486,226.31800000,2.00500000,-1.97100000,15.7800000,0.2000000,-0.2000000,11.9590000,0.0190000,-0.0190000,15.3240000,0.0006780,-0.0006780,2025-01-09,2024-09,2025-01-09
TOI-5704 b,TOI-5704,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,3.77111600000,0.00001150000,-0.00001070000,0,,,,,3.22740000,0.18730000,-0.13980000,0,0.28792984,0.01670982,-0.01247214,0,,,,,,,,,,,,,,,,,,949.07,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4590.00,126.00,-126.00,0,0.757500,0.059300,-0.059300,0,0.730000,0.084600,-0.084600,0,0.4280,0.1000,-0.1000,0,[Fe/H],4.543000,0.095000,-0.095000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.63700000,0.27020000,-0.26870000,11.5290000,0.0460000,-0.0460000,9.0210000,0.0180000,-0.0180000,11.2746000,0.0011160,-0.0011160,2023-05-26,2023-01,2023-05-26
TOI-5713 b,TOI-5713,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,10.44198900000,0.00001500000,-0.00001400000,0,0.0600800000,0.0004600000,-0.0004600000,0,1.77000000,0.17000000,-0.14000000,0,0.15790910,0.01516641,-0.01248998,0,,,,,,,,,,0.240000,0.400000,-0.170000,0,2.2554,0.1689,-0.6024,0,347.20,3.00,-3.20,0,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,M3.5+/-0.5,3225.00,41.00,-40.00,0,0.299200,0.007300,-0.007200,0,0.265300,0.006100,-0.006100,0,-0.0300,0.1300,-0.1300,0,[Fe/H],4.910000,0.023000,-0.022000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m50.10s,208.4587323,+52d36m09.95s,52.6027628,40.86680000,0.07300000,-0.07280000,15.3550000,0.0180000,-0.0180000,10.2170000,0.0160000,-0.0160000,14.0104000,0.0005280,-0.0005280,2024-11-04,2024-10,2024-11-04
